question_number,answer,difficulty,score,accuracy_rate,option1,option2,option3,option4,option5,subject,exam_date,exam_type,ocr_text_raw,ocr_text_clean,ocr_text_tokens,ocr_has_latex,question_type,math_category
9,3,하,4,0.9,0.03,0.04,0.9,0.03,0.01,기하,2024-07-11,학력평가,"9. 좌표평면 위에 서로 다른 세 점
\( \mathrm{A}\left(0,-\log _{2} 9\right), \mathrm{B}\left(2 a, \log _{2} 7\right), \mathrm{C}\left(-\log _{2} 9, a\right) \) 를 꼭짓점으로 하는 삼각형 ABC 가 있다. 삼각형 ABC 의 무게중심의 좌표가 \( \left(b, \log _{8} 7\right) \) 일 때, \( 2^{a+3 b} \) 의 값은? [4점]
(1) 63
(2) 72
(3) 81
(4) 90
(5) 99","9. 좌표평면 위에 서로 다른 세 점
\( \mathrm{A}\left(0,-\log _{2} 9\right), \mathrm{B}\left(2 a, \log _{2} 7\right), \mathrm{C}\left(-\log _{2} 9, a\right) \) 를 꼭짓점으로 하는 삼각형 ABC 가 있다. 삼각형 ABC 의 무게중심의 좌표가 \( \left(b, \log _{8} 7\right) \) 일 때, \( 2^{a+3 b} \) 의 값은? [4점]","['9', '.', '좌표', '평면', '위', '에', '서로', '다른', '세', '점', '\\mathrm', '{', 'A', '}', '\\left', '(', '0', '-', '\\log', '{', '2', '}', '9', '\\right', ')', '\\mathrm', '{', 'B', '}', '\\left', '(', '2', 'a', '\\log', '{', '2', '}', '7', '\\right', ')', '\\mathrm', '{', 'C', '}', '\\left', '(', '-', '\\log', '{', '2', '}', '9', 'a', '\\right', ')', '를', '꼭짓점', '으로', '하', '는', '삼각형', 'ABC', '가', '있', '다', '.', '삼각형', 'ABC', '의', '무게', '중심', '의', '좌표', '가', '\\left', '(', 'b', '\\log', '{', '8', '}', '7', '\\right', ')', '일', '때', ',', '2', '^', '{', 'a', '+', '3', 'b', '}', '의', '값', '은', '?', '[', '4', '점', ']']",True,객관식,지수함수와 로그함수
10,2,중,4,0.74,0.06,0.74,0.06,0.11,0.03,기하,2024-07-11,학력평가,"10. 양수 \( a \) 에 대하여 수직선 위를 움직이는 점 P 의 시각 \( t(t \geq 0) \) 에서의 속도 \( v(t) \) 가
\[
v(t)=3 t(a-t)
\]

이다. 시각 \( t=0 \) 에서 점 P 의 위치는 16 이고, 시각 \( t=2 a \) 에서 점 P 의 위치는 0 이다.
시각 \( t=0 \) 에서 \( t=5 \) 까지 점 P 가 움직인 거리는? [4점]
(1) 54
(2) 58
(3) 62
(4) 66
(5) 70","10. 양수 \( a \) 에 대하여 수직선 위를 움직이는 점 P 의 시각 \( t(t \geq 0) \) 에서의 속도 \( v(t) \) 가
\[
v(t)=3 t(a-t)
\]

이다. 시각 \( t=0 \) 에서 점 P 의 위치는 16 이고, 시각 \( t=2 a \) 에서 점 P 의 위치는 0 이다.
시각 \( t=0 \) 에서 \( t=5 \) 까지 점 P 가 움직인 거리는? [4점]","['10', '.', '양수', 'a', '에', '대하', '여', '수직선', '위', '를', '움직이', '는', '점', 'P', '의', '시각', 't', '(', 't', '\\geq', '0', ')', '에서', '의', '속도', 'v', '(', 't', ')', '가', '\\[', 'v', '(', 't', ')', '=', '3', 't', '(', 'a', '-', 't', ')', '\\]', '이', '다', '.', '시각', 't', '=', '0', '에서', '점', 'P', '의', '위치', '는', '16', '이', '고', ',', '시각', 't', '=', '2', 'a', '에서', '점', 'P', '의', '위치', '는', '0', '이', '다', '.', '시각', 't', '=', '0', '에서', 't', '=', '5', '까지', '점', 'P', '가', '움직인', '거리', '는', '?', '[', '4', '점', ']']",True,객관식,적분법
11,5,중,4,0.74,0.04,0.07,0.07,0.08,0.74,기하,2024-07-11,학력평가,"11. 공차가 \( d(0<d<1) \) 인 등차수열 \( \left\{a_{n}\right\} \) 이 다음 조건을 만족시킨다.
(가) \( a_{5} \) 는 자연수이다.
(나) 수열 \( \left\{a_{n}\right\} \) 의 첫째항부터 제 \( n \) 항까지의 합을 \( S_{n} \) 이라 핱 때, \( S_{8}=\frac{68}{3} \) 이다.
\( a_{16} \) 의 값은? [4점]
(1) \( \frac{19}{3} \)
(2) \( \frac{77}{12} \)
(3) \( \frac{13}{2} \)
(4) \( \frac{79}{12} \)
(5) \( \frac{20}{3} \)","11. 공차가 \( d(0<d<1) \) 인 등차수열 \( \left\{a_{n}\right\} \) 이 다음 조건을 만족시킨다.
(가) \( a_{5} \) 는 자연수이다.
(나) 수열 \( \left\{a_{n}\right\} \) 의 첫째항부터 제 \( n \) 항까지의 합을 \( S_{n} \) 이라 핱 때, \( S_{8}=\frac{68}{3} \) 이다.
\( a_{16} \) 의 값은? [4점]","['11', '.', '공차', '가', 'd', '(', '0', 'd', '1', ')', '인', '등차수열', '\\left', '{', 'a', '{', 'n', '}', '\\right', '}', '이', '다음', '조건', '을', '만족', '시킨다', '.', '(', '가', ')', 'a', '{', '5', '}', '는', '자연수', '이', '다', '.', '(', '나', ')', '수열', '\\left', '{', 'a', '{', 'n', '}', '\\right', '}', '의', '첫째', '항', '부터', '제', 'n', '항', '까지', '의', '합', '을', 'S', '{', 'n', '}', '이', '라', '핱', '때', ',', 'S', '{', '8', '}', '=', '\\frac', '{', '68', '}', '{', '3', '}', '이', '다', '.', 'a', '{', '16', '}', '의', '값', '은', '?', '[', '4', '점', ']']",True,객관식,수열
12,4,중,4,0.63,0.07,0.11,0.14,0.63,0.05,기하,2024-07-11,학력평가,"12. 두 상수 \( a, b \) 에 대하여 실수 전체의 집합에서 미분가능한 함수 \( f(x) \) 가 다음 조건을 만족시킨다.
(가) \( 0 \leq x<4 \) 일 때, \( f(x)=x^{3}+a x^{2}+b x \) 이다.
(나) 모든 실수 \( x \) 에 대하여 \( f(x+4)=f(x)+16 \) 이다.
\( \int_{4}^{7} f(x) d x \) 의 값은? [4점]
(1) \( \frac{255}{4} \)
(2) \( \frac{261}{4} \)
(3) \( \frac{267}{4} \)
(4) \( \frac{273}{4} \)
(5) \( \frac{279}{4} \)","12. 두 상수 \( a, b \) 에 대하여 실수 전체의 집합에서 미분가능한 함수 \( f(x) \) 가 다음 조건을 만족시킨다.
(가) \( 0 \leq x<4 \) 일 때, \( f(x)=x^{3}+a x^{2}+b x \) 이다.
(나) 모든 실수 \( x \) 에 대하여 \( f(x+4)=f(x)+16 \) 이다.
\( \int_{4}^{7} f(x) d x \) 의 값은? [4점]","['12', '.', '두', '상수', 'a', 'b', '에', '대하', '여', '실수', '전체', '의', '집합', '에서', '미분', '가능', '한', '함수', 'f', '(', 'x', ')', '가', '다음', '조건', '을', '만족', '시킨다', '.', '(', '가', ')', '0', '\\leq', 'x', '4', '일', '때', ',', 'f', '(', 'x', ')', '=', 'x', '^', '{', '3', '}', '+', 'a', 'x', '^', '{', '2', '}', '+', 'b', 'x', '이', '다', '.', '(', '나', ')', '모든', '실수', 'x', '에', '대하', '여', 'f', '(', 'x', '+', '4', ')', '=', 'f', '(', 'x', ')', '+', '16', '이', '다', '.', '\\int', '{', '4', '}', '^', '{', '7', '}', 'f', '(', 'x', ')', 'd', 'x', '의', '값', '은', '?', '[', '4', '점', ']']",True,객관식,적분법
13,1,중상,4,0.51,0.51,0.14,0.2,0.12,0.04,기하,2024-07-11,학력평가,"13. 그림과 같이
\[
\overline{\mathrm{BC}}=\frac{36 \sqrt{7}}{7}, \quad \sin (\angle \mathrm{BAC})=\frac{2 \sqrt{7}}{7}, \quad \angle \mathrm{ACB}=\frac{\pi}{3}
\]

인 삼각형 ABC 가 있다. 삼각형 ABC 의 외접원의 중심을 O , 직선 AO 가 변 BC 와 만나는 점을 D 라 하자. 삼각형 ADC 의 외접원의 중심을 \( \mathrm{O}^{\prime} \) 이라 할 때, \( \overline{\mathrm{AO}^{\prime}}=5 \sqrt{3} \) 이다.
\( {\overline{\mathrm{OO}^{\prime}}}^{2} \) 의 값은? (단, \( 0<\angle \mathrm{BAC}<\frac{\pi}{2} \) ) [4점]
(1) 21
(2) \( \frac{91}{4} \)
(3) \( \frac{49}{2} \)
(4) \( \frac{105}{4} \)
(5) 28","13. 그림과 같이
\[
\overline{\mathrm{BC}}=\frac{36 \sqrt{7}}{7}, \quad \sin (\angle \mathrm{BAC})=\frac{2 \sqrt{7}}{7}, \quad \angle \mathrm{ACB}=\frac{\pi}{3}
\]

인 삼각형 ABC 가 있다. 삼각형 ABC 의 외접원의 중심을 O , 직선 AO 가 변 BC 와 만나는 점을 D 라 하자. 삼각형 ADC 의 외접원의 중심을 \( \mathrm{O}^{\prime} \) 이라 할 때, \( \overline{\mathrm{AO}^{\prime}}=5 \sqrt{3} \) 이다.
\( {\overline{\mathrm{OO}^{\prime}}}^{2} \) 의 값은? (단, \( 0<\angle \mathrm{BAC}<\frac{\pi}{2} \) ) [4점]","['13', '.', '그림', '과', '같이', '\\[', '\\', 'overline', '{\\', 'mathrm', '{', 'BC', '}}=\\', 'frac', '{', '36', '\\', 'sqrt', '{', '7', '}}{', '7', '},', '\\', 'quad', '\\', 'sin', '(', '\\', 'angle', '\\', 'mathrm', '{', 'BAC', '})=\\', 'frac', '{', '2', '\\', 'sqrt', '{', '7', '}}{', '7', '},', '\\', 'quad', '\\', 'angle', '\\', 'mathrm', '{', 'ACB', '}=\\', 'frac', '{\\', 'pi', '}{', '3', '}', '\\]', '인', '삼각형', 'ABC', '가', '있', '다', '.', '삼각형', 'ABC', '의', '외접원', '의', '중심', '을', 'O', ',', '직선', 'AO', '가', '변', 'BC', '와', '만나', '는', '점', '을', 'D', '라', '하', '자', '.', '삼각형', 'ADC', '의', '외접원', '의', '중심', '을', '\\mathrm', '{', 'O', '}', '^', '{', '\\prime', '}', '이', '라', '할', '때', ',', '\\overline', '{', '\\mathrm', '{', 'AO', '}', '^', '{', '\\prime', '}', '}', '=', '5', '\\sqrt', '{', '3', '}', '이', '다', '.', '{', '\\overline', '{', '\\mathrm', '{', 'OO', '}', '^', '{', '\\prime', '}', '}', '}', '^', '{', '2', '}', '의', '값', '은', '?', '(', '단', ',', '0', '\\angle', '\\mathrm', '{', 'BAC', '}', '\\frac', '{', '\\pi', '}', '{', '2', '}', ')', '[', '4', '점', ']']",True,객관식,사인/코사인법칙
14,4,중상,4,0.52,0.07,0.16,0.19,0.52,0.05,기하,2024-07-11,학력평가,"14. 양수 \( a \) 에 대하여 함수 \( f(x) \) 는
\[
f(x)=\left\{\begin{array}{ll}
-2(x+1)^{2}+4 & (x \leq 0) \\
a(x-5) & (x>0)
\end{array}\right.
\]

이다. 함수 \( f(x) \) 와 최고차항의 계수가 1 인 삼차함수 \( g(x) \) 에 대하여 \( f(k)=g(k) \) 를 만족시키는 서로 다른 모든 실수 \( k \) 의 값이 \( -2,0,2 \) 일 때, \( g(2 a) \) 의 값은? [4점]
(1) 14
(2) 18
(3) 22
(4) 26
(5) 30","14. 양수 \( a \) 에 대하여 함수 \( f(x) \) 는
\[
f(x)=\left\{\begin{array}{ll}
-2(x+1)^{2}+4 & (x \leq 0) \\
a(x-5) & (x>0)
\end{array}\right.
\]

이다. 함수 \( f(x) \) 와 최고차항의 계수가 1 인 삼차함수 \( g(x) \) 에 대하여 \( f(k)=g(k) \) 를 만족시키는 서로 다른 모든 실수 \( k \) 의 값이 \( -2,0,2 \) 일 때, \( g(2 a) \) 의 값은? [4점]","['14', '.', '양수', 'a', '에', '대하', '여', '함수', 'f', '(', 'x', ')', '는', '\\[', 'f', '(', 'x', ')', '=\\', 'left', '\\{\\', 'begin', '{', 'array', '}{', 'll', '}', '-', '2', '(', 'x', '+', '1', ')', '^{', '2', '}+', '4', '&', '(', 'x', '\\', 'leq', '0', ')', '\\\\', 'a', '(', 'x', '-', '5', ')', '&', '(', 'x', '>', '0', ')', '\\', 'end', '{', 'array', '}\\', 'right', '.', '\\]', '이', '다', '.', '함수', 'f', '(', 'x', ')', '와', '최고차항', '의', '계수', '가', '1', '인', '삼', '차', '함수', 'g', '(', 'x', ')', '에', '대하', '여', 'f', '(', 'k', ')', '=', 'g', '(', 'k', ')', '를', '만족', '시키', '는', '서로', '다른', '모든', '실수', 'k', '의', '값', '이', '-', '2', '0', '2', '일', '때', ',', 'g', '(', '2', 'a', ')', '의', '값', '은', '?', '[', '4', '점', ']']",True,객관식,미분법
15,2,상,4,0.49,0.14,0.49,0.16,0.14,0.07,기하,2024-07-11,학력평가,"15. 첫째항이 자연수인 수열 \( \left\{a_{n}\right\} \) 이 모든 자연수 \( n \) 에 대하여 \( a_{n+1}=\left\{\begin{array}{ll}\frac{1}{2} a_{n} & \left(\frac{1}{2} a_{n} \text { 이 자연수인 경우 }\right) \\ \left(a_{n}-1\right)^{2} & \left(\frac{1}{2} a_{n} \text { 이 자연수가 아닌 경우 }\right)\end{array}\right. \)

를 만족시킬 때, \( a_{7}=1 \) 이 되도록 하는 모든 \( a_{1} \) 의 값의 합은?
[4점]
(1) 120
(2) 125
(3) 130
(4) 135
(5) 140","15. 첫째항이 자연수인 수열 \( \left\{a_{n}\right\} \) 이 모든 자연수 \( n \) 에 대하여 \( a_{n+1}=\left\{\begin{array}{ll}\frac{1}{2} a_{n} & \left(\frac{1}{2} a_{n} \text { 이 자연수인 경우 }\right) \\ \left(a_{n}-1\right)^{2} & \left(\frac{1}{2} a_{n} \text { 이 자연수가 아닌 경우 }\right)\end{array}\right. \)

를 만족시킬 때, \( a_{7}=1 \) 이 되도록 하는 모든 \( a_{1} \) 의 값의 합은?
[4점]","['15', '.', '첫째', '항', '이', '자연수', '인', '수열', '\\left', '{', 'a', '{', 'n', '}', '\\right', '}', '이', '모든', '자연수', 'n', '에', '대하', '여', 'a', '{', 'n', '+', '1', '}', '=', '\\left', '{', '\\begin', '{', 'array', '}', '{', 'll', '}', '\\frac', '{', '1', '}', '{', '2', '}', 'a', '{', 'n', '}', '\\left', '(', '\\frac', '{', '1', '}', '{', '2', '}', 'a', '{', 'n', '}', '\\text', '{', '}', '\\right', ')', '\\left', '(', 'a', '{', 'n', '}', '-', '1', '\\right', ')', '^', '{', '2', '}', '\\left', '(', '\\frac', '{', '1', '}', '{', '2', '}', 'a', '{', 'n', '}', '\\text', '{', '}', '\\right', ')', '\\end', '{', 'array', '}', '\\right', '를', '만족', '시킬', '때', ',', 'a', '{', '7', '}', '=', '1', '이', '되', '도록', '하', '는', '모든', 'a', '{', '1', '}', '의', '값', '의', '합', '은', '?', '[', '4', '점', ']']",True,객관식,수열
16,11,하,3,0.91,0.0,0.0,0.0,0.0,0.0,기하,2024-07-11,학력평가,16. 방정식 \( \log _{5}(x+9)=\log _{5} 4+\log _{5}(x-6) \) 을 만족시키는 실수 \( x \) 의 값을 구하시오. [3점],16. 방정식 \( \log _{5}(x+9)=\log _{5} 4+\log _{5}(x-6) \) 을 만족시키는 실수 \( x \) 의 값을 구하시오. [3점],"['16', '.', '방정식', '\\log', '{', '5', '}', '(', 'x', '+', '9', ')', '=', '\\log', '{', '5', '}', '4', '+', '\\log', '{', '5', '}', '(', 'x', '-', '6', ')', '을', '만족', '시키', '는', '실수', 'x', '의', '값', '을', '구하', '시', '오', '.', '[', '3', '점', ']']",True,주관식,지수함수와 로그함수
17,50,중하,3,0.88,0.0,0.0,0.0,0.0,0.0,기하,2024-07-11,학력평가,17. 함수 \( f(x)=(x-3)\left(x^{2}+x-2\right) \) 에 대하여 \( f^{\prime}(5) \) 의 값을 구하시오. [3점],17. 함수 \( f(x)=(x-3)\left(x^{2}+x-2\right) \) 에 대하여 \( f^{\prime}(5) \) 의 값을 구하시오. [3점],"['17', '.', '함수', 'f', '(', 'x', ')', '=', '(', 'x', '-', '3', ')', '\\left', '(', 'x', '^', '{', '2', '}', '+', 'x', '-', '2', '\\right', ')', '에', '대하', '여', 'f', '^', '{', '\\prime', '}', '(', '5', ')', '의', '값', '을', '구하', '시', '오', '.', '[', '3', '점', ']']",True,주관식,미분법
18,37,중하,3,0.83,0.0,0.0,0.0,0.0,0.0,기하,2024-07-11,학력평가,"18. 수열 \( \left\{a_{n}\right\} \) 에 대하여
\[
\sum_{k=1}^{15}\left(3 a_{k}+2\right)=45, \quad 2 \sum_{k=1}^{15} a_{k}=42+\sum_{k=1}^{14} a_{k}
\]

일 때, \( a_{15} \) 의 값을 구하시오. [3점]","18. 수열 \( \left\{a_{n}\right\} \) 에 대하여
\[
\sum_{k=1}^{15}\left(3 a_{k}+2\right)=45, \quad 2 \sum_{k=1}^{15} a_{k}=42+\sum_{k=1}^{14} a_{k}
\]

일 때, \( a_{15} \) 의 값을 구하시오. [3점]","['18', '.', '수열', '\\left', '{', 'a', '{', 'n', '}', '\\right', '}', '에', '대하', '여', '\\[', '\\', 'sum', '_{', 'k', '=', '1', '}^{', '15', '}\\', 'left', '(', '3', 'a', '_{', 'k', '}+', '2', '\\', 'right', ')', '=', '45', ',', '\\', 'quad', '2', '\\', 'sum', '_{', 'k', '=', '1', '}^{', '15', '}', 'a', '_{', 'k', '}=', '42', '+\\', 'sum', '_{', 'k', '=', '1', '}^{', '14', '}', 'a', '_{', 'k', '}', '\\]', '일', '때', ',', 'a', '{', '15', '}', '의', '값', '을', '구하', '시', '오', '.', '[', '3', '점', ']']",True,주관식,수열
19,2,중,3,0.73,0.0,0.0,0.0,0.0,0.0,기하,2024-07-11,학력평가,"19. 양수 \( a \) 에 대하여 \( 0 \leq x \leq 3 \) 에서 정의된 두 함수
\[
f(x)=a \sin \pi x, \quad g(x)=a \cos \pi x
\]

가 있다. 두 곡선 \( y=f(x) \) 와 \( y=g(x) \) 가 만나는 서로 다른 세 점을 꼭짓점으로 하는 삼각형의 넓이가 2 일 때, \( a^{2} \) 의 값을 구하시오. [3점]","19. 양수 \( a \) 에 대하여 \( 0 \leq x \leq 3 \) 에서 정의된 두 함수
\[
f(x)=a \sin \pi x, \quad g(x)=a \cos \pi x
\]

가 있다. 두 곡선 \( y=f(x) \) 와 \( y=g(x) \) 가 만나는 서로 다른 세 점을 꼭짓점으로 하는 삼각형의 넓이가 2 일 때, \( a^{2} \) 의 값을 구하시오. [3점]","['19', '.', '양수', 'a', '에', '대하', '여', '0', '\\leq', 'x', '\\leq', '3', '에서', '정의', '된', '두', '함수', '\\[', 'f', '(', 'x', ')', '=', 'a', '\\', 'sin', '\\', 'pi', 'x', ',', '\\', 'quad', 'g', '(', 'x', ')', '=', 'a', '\\', 'cos', '\\', 'pi', 'x', '\\]', '가', '있', '다', '.', '두', '곡선', 'y', '=', 'f', '(', 'x', ')', '와', 'y', '=', 'g', '(', 'x', ')', '가', '만나', '는', '서로', '다른', '세', '점', '을', '꼭짓점', '으로', '하', '는', '삼각형', '의', '넓이', '가', '2', '일', '때', ',', 'a', '^', '{', '2', '}', '의', '값', '을', '구하', '시', '오', '.', '[', '3', '점', ']']",True,주관식,삼각함수
20,35,최상,4,0.25,0.0,0.0,0.0,0.0,0.0,기하,2024-07-11,학력평가,"20. 두 함수 \( f(x)=x^{3}-12 x, g(x)=a(x-2)+2(a \neq 0) \) 에

대하여 함수 \( h(x) \) 는
\[
h(x)=\left\{\begin{array}{ll}
f(x) & (f(x) \geq g(x)) \\
g(x) & (f(x)<g(x))
\end{array}\right.
\]

이다. 함수 \( h(x) \) 가 다음 조건을 만족시키도록 하는 모든 실수 \( a \) 의 값의 범위는 \( m<a<M \) 이다.

함수 \( y=h(x) \) 의 그래프와 직선 \( y=k \) 가 서로 다른 네 점에서 만나도록 하는 실수 \( k \) 가 존재한다.
\( 10 \times(M-m) \) 의 값을 구하시오. [4점]","20. 두 함수 \( f(x)=x^{3}-12 x, g(x)=a(x-2)+2(a \neq 0) \) 에

대하여 함수 \( h(x) \) 는
\[
h(x)=\left\{\begin{array}{ll}
f(x) & (f(x) \geq g(x)) \\
g(x) & (f(x)<g(x))
\end{array}\right.
\]

이다. 함수 \( h(x) \) 가 다음 조건을 만족시키도록 하는 모든 실수 \( a \) 의 값의 범위는 \( m<a<M \) 이다.

함수 \( y=h(x) \) 의 그래프와 직선 \( y=k \) 가 서로 다른 네 점에서 만나도록 하는 실수 \( k \) 가 존재한다.
\( 10 \times(M-m) \) 의 값을 구하시오. [4점]","['20', '.', '두', '함수', 'f', '(', 'x', ')', '=', 'x', '^', '{', '3', '}', '-', '12', 'x', 'g', '(', 'x', ')', '=', 'a', '(', 'x', '-', '2', ')', '+', '2', '(', 'a', '\\neq', '0', ')', '에', '대하', '여', '함수', 'h', '(', 'x', ')', '는', '\\[', 'h', '(', 'x', ')', '=\\', 'left', '\\{\\', 'begin', '{', 'array', '}{', 'll', '}', 'f', '(', 'x', ')', '&', '(', 'f', '(', 'x', ')', '\\', 'geq', 'g', '(', 'x', ')', ')', '\\\\', 'g', '(', 'x', ')', '&', '(', 'f', '(', 'x', ')', '<', 'g', '(', 'x', ')', ')', '\\', 'end', '{', 'array', '}\\', 'right', '.', '\\]', '이', '다', '.', '함수', 'h', '(', 'x', ')', '가', '다음', '조건', '을', '만족', '시키', '도록', '하', '는', '모든', '실수', 'a', '의', '값', '의', '범위', '는', 'm', 'a', 'M', '이', '다', '.', '함수', 'y', '=', 'h', '(', 'x', ')', '의', '그래프', '와', '직선', 'y', '=', 'k', '가', '서로', '다른', '네', '점', '에서', '만나', '도록', '하', '는', '실수', 'k', '가', '존재', '한다', '.', '10', '\\times', '(', 'M', '-', 'm', ')', '의', '값', '을', '구하', '시', '오', '.', '[', '4', '점', ']']",True,주관식,미분법
21,8,최상,4,0.26,0.0,0.0,0.0,0.0,0.0,기하,2024-07-11,학력평가,"21. \( m \leq-10 \) 인 상수 \( m \) 에 대하여 함수 \( f(x) \) 는
\[
f(x)=\left\{\begin{array}{ll}
\left|5 \log _{2}(4-x)+m\right| & (x \leq 0) \\
5 \log _{2} x+m & (x>0)
\end{array}\right.
\]

이다. 실수 \( t(t>0) \) 에 대하여 \( x \) 에 대한 방정식 \( f(x)=t \) 의 모든 실근의 합을 \( g(t) \) 라 하자. 함수 \( g(t) \) 가 다음 조건을 만족시킬 때, \( f(m) \) 의 값을 구하시오. [4점]
\( t \geq a \) 인 모든 실수 \( t \) 에 대하여 \( g(t)=g(a) \) 가 되도록 하는 양수 \( a \) 의 최솟값은 2 이다.","21. \( m \leq-10 \) 인 상수 \( m \) 에 대하여 함수 \( f(x) \) 는
\[
f(x)=\left\{\begin{array}{ll}
\left|5 \log _{2}(4-x)+m\right| & (x \leq 0) \\
5 \log _{2} x+m & (x>0)
\end{array}\right.
\]

이다. 실수 \( t(t>0) \) 에 대하여 \( x \) 에 대한 방정식 \( f(x)=t \) 의 모든 실근의 합을 \( g(t) \) 라 하자. 함수 \( g(t) \) 가 다음 조건을 만족시킬 때, \( f(m) \) 의 값을 구하시오. [4점]
\( t \geq a \) 인 모든 실수 \( t \) 에 대하여 \( g(t)=g(a) \) 가 되도록 하는 양수 \( a \) 의 최솟값은 2 이다.","['21', '.', 'm', '\\leq', '-', '10', '인', '상수', 'm', '에', '대하', '여', '함수', 'f', '(', 'x', ')', '는', '\\[', 'f', '(', 'x', ')', '=\\', 'left', '\\{\\', 'begin', '{', 'array', '}{', 'll', '}', '\\', 'left', '|', '5', '\\', 'log', '_{', '2', '}(', '4', '-', 'x', ')', '+', 'm', '\\', 'right', '|', '&', '(', 'x', '\\', 'leq', '0', ')', '\\\\', '5', '\\', 'log', '_{', '2', '}', 'x', '+', 'm', '&', '(', 'x', '>', '0', ')', '\\', 'end', '{', 'array', '}\\', 'right', '.', '\\]', '이', '다', '.', '실수', 't', '(', 't', '0', ')', '에', '대하', '여', 'x', '에', '대한', '방정식', 'f', '(', 'x', ')', '=', 't', '의', '모든', '실근', '의', '합', '을', 'g', '(', 't', ')', '라', '하', '자', '.', '함수', 'g', '(', 't', ')', '가', '다음', '조건', '을', '만족', '시킬', '때', ',', 'f', '(', 'm', ')', '의', '값', '을', '구하', '시', '오', '.', '[', '4', '점', ']', 't', '\\geq', 'a', '인', '모든', '실수', 't', '에', '대하', '여', 'g', '(', 't', ')', '=', 'g', '(', 'a', ')', '가', '되', '도록', '하', '는', '양수', 'a', '의', '최솟값', '은', '2', '이', '다', '.']",True,주관식,지수함수와 로그함수
22,96,최상,4,0.06,0.0,0.0,0.0,0.0,0.0,기하,2024-07-11,학력평가,"22. 두 자연수 \( a, b(a<b<8) \) 에 대하여 함수 \( f(x) \) 는
\[
f(x)=\left\{\begin{array}{ll}
|x+3|-1 & (x<a) \\
x-10 & (a \leq x<b) \\
|x-9|-1 & (x \geq b)
\end{array}\right.
\]

이다. 함수 \( f(x) \) 와 양수 \( k \) 는 다음 조건을 만족시킨다.
(가) 함수 \( f(x) f(x+k) \) 는 실수 전체의 집합에서 연속이다.
(나) \( f(k)<0 \)
\( f(a) \times f(b) \times f(k) \) 의 값을 구하시오. [4점]","22. 두 자연수 \( a, b(a<b<8) \) 에 대하여 함수 \( f(x) \) 는
\[
f(x)=\left\{\begin{array}{ll}
|x+3|-1 & (x<a) \\
x-10 & (a \leq x<b) \\
|x-9|-1 & (x \geq b)
\end{array}\right.
\]

이다. 함수 \( f(x) \) 와 양수 \( k \) 는 다음 조건을 만족시킨다.
(가) 함수 \( f(x) f(x+k) \) 는 실수 전체의 집합에서 연속이다.
(나) \( f(k)<0 \)
\( f(a) \times f(b) \times f(k) \) 의 값을 구하시오. [4점]","['22', '.', '두', '자연수', 'a', 'b', '(', 'a', 'b', '8', ')', '에', '대하', '여', '함수', 'f', '(', 'x', ')', '는', '\\[', 'f', '(', 'x', ')', '=\\', 'left', '\\{\\', 'begin', '{', 'array', '}{', 'll', '}', '|', 'x', '+', '3', '|-', '1', '&', '(', 'x', '<', 'a', ')', '\\\\', 'x', '-', '10', '&', '(', 'a', '\\', 'leq', 'x', '<', 'b', ')', '\\\\', '|', 'x', '-', '9', '|-', '1', '&', '(', 'x', '\\', 'geq', 'b', ')', '\\', 'end', '{', 'array', '}\\', 'right', '.', '\\]', '이', '다', '.', '함수', 'f', '(', 'x', ')', '와', '양수', 'k', '는', '다음', '조건', '을', '만족', '시킨다', '.', '(', '가', ')', '함수', 'f', '(', 'x', ')', 'f', '(', 'x', '+', 'k', ')', '는', '실수', '전체', '의', '집합', '에서', '연속', '이', '다', '.', '(', '나', ')', 'f', '(', 'k', ')', '0', 'f', '(', 'a', ')', '\\times', 'f', '(', 'b', ')', '\\times', 'f', '(', 'k', ')', '의', '값', '을', '구하', '시', '오', '.', '[', '4', '점', ']']",True,주관식,함수의 극한과 연속
